sha256,file_identifier,aesthetic_score,captions,class
2e47cd206d3f68c5d1e29a3280f2c80264cd942712b5bcc9384a327822b75614,chair/chair_154/chair_154.blend,4.560910701751709,"[""A modern, minimalist armchair with a tubular chrome metal frame, light gray fabric seat and backrest, and black padded cylindrical armrests, featuring seamless construction, ergonomic curves, and a forward-facing seat."", ""Modern armchair, chrome metal frame, light gray fabric, black padded armrests."", ""Armchair with tubular chrome frame, light gray seat, black padded armrests."", ""Minimalist armchair, chrome frame, gray fabric, black armrests."", ""Modern armchair, chrome frame, gray seat, black armrests."", ""Armchair with chrome frame, gray fabric and black armrests."", ""Minimalist chair, chrome frame, gray fabric, black armrests."", ""Armchair, chrome frame, gray seat, black armrests."", ""Chrome frame chair, gray fabric, black armrests."", ""Chrome armchair, gray fabric, black armrests."", ""Armchair, chrome, gray, black.""]",chair
3248d18bb9bf8d9f91b90e7a706471954f18647f2293c6820067a385fed48376,sandwich/sandwich_009/sandwich_009.blend,6.975584030151367,"[""3D model of a triangular sandwich with light yellow buns, light brown meat or tofu, green lettuce, skewered by a brown toothpick with a low-poly green olive on top."", ""Triangular sandwich with light yellow buns, brown meat, green lettuce, skewered with a brown toothpick."", ""Light yellow bun sandwich in triangular shape, skewered with an olive-topped toothpick."", ""Triangular sandwich with light buns, brown meat and green lettuce, skewered by a toothpick."", ""Triangular sandwich, light bun, brown meat, lettuce, skewered with olive-topped toothpick."", ""Light bun triangular sandwich skewered by olive-topped toothpick."", ""Triangular sandwich with meat and lettuce, skewered."", ""Triangulated sandwich skewered with a toothpick."", ""Bun sandwich with meat skewered."", ""Skewered triangular sandwich."", ""Triangular Sandwich.""]",sandwich
3648c6676efddf821aa80711e1c34b661cef977271ae98a4d42efd550ee2fd43,horse/horse_000/horse_000.blend,5.691476821899414,"[""Cartoon-like yellow pony with a rounded head, green expressive eyes, wavy creamy white and orange striped mane, western hat, striped scarf, apple cutie mark, and long matching tail. Body is slightly chubby with proportionate legs."", ""Cartoonish yellow pony, green eyes, striped mane, western hat, scarf, apple mark, long tail, chubby body, proportionate legs."", ""Yellow pony with green eyes, striped mane and tail, hat, scarf, apple mark, chubby body."", ""Cartoon pony with striped mane, western hat, scarf, apple mark on chubby body."", ""Yellow pony with green eyes, striped mane, hat, scarf, and apple mark."", ""Cartoon pony with striped mane and tail, hat, scarf, apple mark."", ""Yellow pony, striped mane and tail, hat, scarf, apple mark."", ""Cartoon pony with hat, scarf, striped mane, apple mark."", ""Yellow pony with hat, scarf, apple mark."", ""Cartoon pony with hat, scarf, mark."", ""Pony, hat, scarf, mark.""]",horse
36a88969c0481a26a25992f2009394e674ab853d7cf4a69fd17236b9fb0cdabc,orange/orange_016/orange_016.blend,5.734499454498291,"[""A spherical, yellow citrus fruit with a slightly pebbled texture, a small greenish stem indentation on top, and smooth bottom with slight flattening."", ""A spherical, yellow citrus fruit with a slightly pebbled texture, and small stem indentation."", ""A slightly pebbled, spherical, yellow fruit with a stem indentation."", ""Pebbled yellow fruit with small stem indentation."", ""Yellow spherical fruit with stem indentation."", ""Textured yellow fruit with stem mark."", ""Citrus fruit with stem mark."", ""Pebbled texture yellow fruit."", ""Yellow fruit, stem mark."", ""Spherical citrus fruit."", ""Yellow fruit.""]",orange
36db1b4f2ced818cff514a7565bbfe3d6ef53256a383bd7dfefefc715f44f131,helicopter/helicopter_001/helicopter_001.blend,6.35796594619751,"[""Helicopter with a hollow ring-shaped dark gray body, light blue cockpit window, cylindrical tail section, yellow main and tail rotor blades, and dark gray landing skids."", ""Helicopter with a hollow ring-shaped dark gray body and light blue cockpit window"", ""Ring-shaped dark gray helicopter with light blue cockpit"", ""Hollow gray helicopter with blue cockpit window"", ""Ring-shaped helicopter with blue window"", ""Gray helicopter with light blue window"", ""Ring-body helicopter, blue window"", ""Dark helicopter, blue window"", ""Ring-shaped dark helicopter"", ""Gray ring-helicopter"", ""Gray helicopter""]",helicopter
36e087935d40dfb54cd0e052dac09001e966285a680a9f4c4c81e47d55c38347,bowl/bowl_005/bowl_005.blend,4.614217758178711,"[""A rectangular, solid white container with slightly tapering sides, rounded edges, a flat lid extending slightly beyond the container's width, and four protruding legs at the base for stable support. The lid fits snugly, and surfaces are smooth."", ""White rectangle container, rounded edges, protruding base legs, flat lid."", ""Rectangular container, rounded edges, wide lid, four legs."", ""Solid container with extended lid and sturdy base."", ""White container with rounded edges, base legs."", ""Rectangular pot with protruding footings, lid."", ""White storage bin with extending lid."", ""Rounded-edged white container with lid."", ""White container with sturdy legs."", ""Basic white container, lid."", ""Container, Lid.""]",bowl
373df1144cf8d47cbeefd964154df37e6b764c7a23dbef699fceb6d73171ce71,hammer/hammer_074/hammer_074.blend,4.619309425354004,"[""Stylized hammer with two cubic heads, diamond spikes, dark gray color, beveled edges, bolts on top, cylindrical handle with ring sections, wider faceted base, metallic texture, medieval/fantasy style, robust and utilitarian design."", ""Stylized metallic hammer with dark gray cubic heads, diamond spikes, beveled edges, and a faceted base."", ""Dark gray medieval-style hammer with cubic heads, diamond spikes, bolts, and a faceted base."", ""A two-headed hammer with diamond spikes and bolts, showcasing a robust utilitarian design."", ""A metallic hammer with cubic heads, diamond spikes and a faceted wide base."", ""Medieval-style hammer with cubic heads, diamond spikes and a cylindrical handle."", ""A metallic hammer with cubic heads, diamond spikes, and a widened base."", ""Stylized hammer with cubic heads, diamond spikes and bolts."", ""Dark gray hammer with diamond spikes."", ""Cubic-headed hammer with diamond spikes."", ""Metallic hammer, diamond spikes.""]",hammer
3751a4cdbdb413d46acc240689480ea6670cb123e01518939877505e02ab1e63,trashcan/trashcan_032/trashcan_032.blend,4.920605659484863,"[""A light grey, cylindrical, slightly tapered metal trash can with vertical ridges, a circular lid with a flat top and slight lip, and a central trapezoidal handle for lifting."", ""Light grey tapered metal trash can, vertical ridges, circular flat-topped lid and trapezoidal handle."", ""Grey cylindrical trash can, slight taper, vertical ridges, circular lid, flat top, trapezoidal handle."", ""Grey metal trash can with circular flat-top lid and central handle."", ""Light grey cylindrical can with vertical ridges and handle."", ""Grey, slightly tapered trash can with trapezoidal handle."", ""Tapered trash can with circular lid and handle."", ""Grey trash can with ridged design and handle."", ""Ridged metal trash can with handle."", ""Tapered trash can with handle."", ""Grey trash can with handle.""]",trashcan
37ecc140db294aa02c6d126a28ecf0f979570761689c0c21c47579770c75b254,deer_moose/deer_moose_050/deer_moose_050.blend,4.669912815093994,"[""A minimalist 3D model of a glossy white llama or alpaca with elongated neck, pointed ears, sleek body, slender legs, and a small curved tail."", ""Glossy white llama 3D model with elongated neck, sleek body and small tail."", ""3D model of a sleek, elongated white llama with pointed ears."", ""3D model of a glossy white llama with slender legs."", ""Model of a minimalist white llama with a curved tail."", ""Elaborate 3D model of a sleek white llama."", ""Minimalist glossy llama model with elongated neck."", ""White llama 3D model with pointed ears."", ""Sleek white llama 3D model."", ""White llama 3D model."", ""Llama model.""]",deer_moose
39eedba02cff0032d2fc36cefc988b4a95c89b29c43b2330f9eee4f46a21c979,car/car_011/car_011.blend,6.967615127563477,"[""A retro, blue Citro\u00ebn 2CV-style car with a rounded roof, curvy body, four doors, wide fenders, rectangular windows, round headlights and taillights, chrome bumpers, white wheels, a small front grille, and a novelty plate \""BOUNCER\""."", ""Retro blue Citro\u00ebn 2CV-style car with round roof, wide fenders, novelty \""BOUNCER\"" plate."", ""Retro, blue, curvy car with round roof, wide fenders, and novelty plate."", ""Blue car with rounded roof, wide fenders, and \""BOUNCER\"" license plate."", ""Blue Citro\u00ebn 2CV-style car with novelty \""BOUNCER\"" plate."", ""Retro, blue, curvy car with \""BOUNCER\"" plate."", ""Retro blue car with novelty plate \""BOUNCER\""."", ""Blue car with rounded roof and novelty plate."", ""Retro blue car with \""BOUNCER\"" plate."", ""Round-roofed blue car with \""BOUNCER\"" plate."", ""Blue car, \""BOUNCER\"" plate.""]",car
39f1c97e9750414ee8e4a2d4d0df9e3851b19ac34766c53509308da2c322d2eb,tree/tree_044/tree_044.blend,5.107691764831543,"[""A broad, bushy tree with a thick trunk, spreading branches that twist naturally, and dense foliage of small to medium-sized leaves. The trunk and branches have a rough texture. The model is in grayscale."", ""Broad, bushy tree with thick, rough trunk, spreading branches and dense foliage, modeled in grayscale."", ""Wide tree with a thick, rough trunk, dense leaves and twisting branches, in grayscale."", ""Bushy tree, thick and textured trunk, spreading branches, dense leaves in grayscale."", ""Broad tree with a thick trunk, twisting branches, and dense foliage, grayscale."", ""Rough trunk tree, dense leaves, twisted branches, grayscale model."", ""Broad tree, thick trunk, dense foliage, branches twist, grayscale."", ""Bushy tree with rough trunk, dense leaves, grayscale."", ""Tree with thick trunk, dense leaves, grayscale."", ""Broad tree with dense leaves, grayscale."", ""Gray, dense-leafed tree.""]",tree
3b19003914e50047e30817174439056a31af8ad29253cc3079f30df0b3bb20e7,hammer/hammer_001/hammer_001.blend,5.693781852722168,"[""A robust, medieval-themed hammer with a rectangular head, beveled edges, dark metallic gray color with brass accents and lion head embossment; cylindrical, dark brown wood-textured handle with a dark metallic gray cap at the bottom."", ""Medieval-themed hammer, rectangular head, beveled edges, gray, brass accents, lion head embossment, dark brown handle with metallic cap."", ""Robust medieval hammer, rectangular with beveled edges, brass details, lion embossment, brown wooden handle, gray metallic cap."", ""Medieval hammer with rectangular, beveled head, lion engraving, brass touches, wood-textured dark handle, metallic cap."", ""Gray medieval hammer, brass accents, lion detail, rectangular head, beveled edges, dark brown handle, metal bottom."", ""Dark gray medieval hammer, brass-lion rectangle head, beveled, brown wooden handle, metallic gray cap."", ""Medieval hammer, brass lion-embossed rectangle head, beveling, wooden handle, metallic cap."", ""Gray medieval hammer with lion embossment, beveled head, wooden handle."", ""Medieval hammer with lion head, beveled rectangular edge, and handle."", ""Lion-embossed medieval hammer with beveled head."", ""Lion hammer, beveled edge, handle.""]",hammer
3bd7df5c3c1584ae6d7c5dc19b851ea2992dd6ff257a8c21206a70ff7965ca44,bottle/bottle_076/bottle_076.blend,5.208784580230713,"[""A cylindrical white bottle with a smooth matte finish, a slightly narrower neck with a ridge, cylindrical cap, flat base, and proportional height about twice the diameter."", ""White cylindrical bottle with smooth matte finish, narrow neck, and cap."", ""Matte finish cylindrical bottle with a narrow neck and cap."", ""White bottle with narrow neck and proportional height."", ""Matte finished cylindrical bottle with a cap."", ""Bottle with a narrow neck and a cap."", ""White, matte cylindrical bottle with cap."", ""Matte white cylindrical bottle."", ""White bottle with cap."", ""Cylindrical bottle with cap."", ""Bottle with cap.""]",bottle
3bf4265600ae502939a324350bf152316266215797ae9492dd739b025f76d4ff,cupcake/cupcake_015/cupcake_015.blend,6.1373395919799805,"[""A cat-like character with dark purple fur and large amber eyes sits in a brown circular tart base, wearing a white swirl hat with red syrup drips. The character's ears and paws are visible with red and white accents."", ""A dark purple cat with amber eyes sits in a tart base, wearing a white swirl hat with red syrup."", ""Purple cat in tart base, wearing syrup-dripped swirl hat with visible ears and paws."", ""Amber-eyed, purple cat sits in tart, wearing a white, syrup-dripped hat."", ""Purple cat in tart with white hat and red syrup."", ""Cat with swirl hat sits on tart base."", ""Purple cat in tart, wears syrupy hat."", ""Cat in tart with syrup hat."", ""Cat in tart with a hat."", ""Purple cat in tart."", ""Cat in tart.""]",cupcake
3c062f27b1e4f8b53f9a27910c6e5fa744179fdc1f3c41210d0153f93a2cc8fe,airplane/airplane_000/airplane_000.blend,5.196108818054199,"[""A detailed 3D model of an early wooden biplane with fabric wings, twin black propellers in a pusher configuration, a simple rectangular fuselage, divided horizontal stabilizer, white rudder, supporting struts and wires, and skid landing gear."", ""An early wooden biplane model with fabric wings, rectangular fuselage, and twin black propellers."", ""Detailed model of a biplane with fabric wings and twin propellers."", ""Wooden biplane model with fabric wings and black propellers."", ""Early-era wooden biplane with twin propellers in 3D."", ""3D model of a basic wooden biplane with propellers."", ""Detailed biplane model with twin black propellers."", ""Wooden biplane with fabric wings and propellers."", ""Model of an early wooden biplane."", ""Simple wooden biplane model."", ""Wooden biplane.""]",airplane
3c25893a133655faacd0261c13e86314a22a13140f920363a56ac659cccd2488,dragon/dragon_010/dragon_010.blend,5.282183647155762,"[""A young, sleek quadruped dragon with light purple body and subtle scales, yellow spiraled horns, expressive purple eyes, yellow-orange-red bat wings, gradient purple-yellow tail ending in a spike, yellow back spikes, and white-clawed feet."", ""A young dragon with a light purple scaled body, yellow horns, bat wings, gradient tail, back spikes, and white claws."", ""Young dragon with purple body, spiral yellow horns, colored wings, gradient tail, back spikes, and white clawed feet."", ""Young dragon, purple-scaled body, yellow horns, colorful wings, gradient tail, back spikes, white clawed feet."", ""Purple young dragon with yellow spiraled horns, gradient tail, colored wings, back spikes, and white claws."", ""Purple dragon, yellow horns, colored bat wings, gradient tail, back spikes, white claws."", ""Dragon with purple body, yellow horns, colored wings, spiked back, and claws."", ""Purple dragon with yellow horns, vibrant wings, spiked tail, and claws."", ""Purple dragon, yellow horns, colorful wings, back spikes."", ""Purple dragon with yellow horns and gradient tail."", ""Purple dragon, yellow horns.""]",dragon
3ec5b83f003aea28022a61610bb555c96cab61c3617d1ed9a721431913ae28ed,hammer/hammer_000/hammer_000.blend,4.924984455108643,"[""A black and yellow ergonomic hammer with a textured handle, a flat striking surface, a claw for pulling nails, a thin metallic black neck, and a barcode sticker, designed for construction and carpentry."", ""Black and yellow ergonomic hammer with textured handle, flat striking surface, claw, thin neck, and barcode sticker."", ""Ergonomic hammer with a textured handle, flat striking surface, nail claw, thin neck in black and yellow."", ""A black, yellow ergonomic hammer featuring textured handle, nail claw, thin neck, and barcode."", ""Construction ergonomic hammer, black-yellow with textured handle, nail claw, thin neck."", ""Textured handle hammer with nail claw, thin neck, dual-tone: black-yellow."", ""Black-yellow ergonomic hammer with textured grip, nail claw."", ""Ergonomic construction hammer with nail claw, barcode."", ""Textured grip hammer with nail-pulling claw."", ""Black-yellow hammer with nail claw."", ""Hammer, claw, barcode.""]",hammer
3f88e6308c0910fa5c1f7a7176e4af24156654e43716ab9a7b5587f5541646b3,snake/snake_027/snake_027.blend,5.088153839111328,"[""A stylized green snake with a triangular head, red forked tongue, orange/red eyes, elongated sinuous body, and evenly spaced black and white bands."", ""Green snake with triangular head, red forked tongue, orange/red eyes and striped body."", ""Green snake with triangular head, striped body and red-toned features."", ""Snake with green body, red tongue, and striped pattern."", ""Green, striped snake with red facial features."", ""Snake with green body and red forked tongue."", ""Triangular-headed snake with banded body."", ""Green snake with red tongue."", ""Striped green and black snake."", ""Green snake with stripes."", ""Striped snake.""]",snake
42a68bb55ad4787f58a6c50c8a2a2031758fcc58388c2966e5a855dc1b83bb9e,piano/piano_037/piano_037.blend,4.942219734191895,"[""A compact, slightly slanted, rectangular synthesizer with a dark gray/black body, white and black keys (around 32), central yellow display screen, control knobs, buttons, sliders, modulation/pitch wheels, and ports on the rear panel."", ""Compact, slanted rectangular synthesizer, dark gray, 32 keys, yellow screen, control knobs, sliders, wheels, and rear ports."", ""Grey rectangular synthesizer, slanted, 32 keys, central yellow screen, knobs, sliders, wheels, and ports."", ""Compact synthesizer, rectangular, dark grey, 32 keys, yellow screen, knobs, wheels, ports."", ""Dark grey, rectangular synthesizer, slanted, yellow screen, 32 keys, knobs, sliders, ports."", ""Slanted dark grey synthesizer, 32 keys, yellow screen, knobs, sliders, ports."", ""Synthesizer, dark grey, slanted, yellow screen, 32 keys, controls, ports."", ""Grey synthesizer, slanted, 32 keys, yellow screen, controls."", ""Grey synthesizer, slanted, yellow screen, 32 keys."", ""Slanted synthesizer, yellow screen, 32 keys."", ""Synthesizer, screen, 32 keys.""]",piano
45f043e2b9690512c8e1b70e0d3b234de6fd6ccdae21b44e41acafb5a8cb4677,fish/fish_000/fish_000.blend,5.810371398925781,"[""Voxel-style clownfish with an elongated oval shape, primarily orange body, three white vertical stripes bordered with black, distinct fins (orange with some black edges) and a fan-shaped tail fin with a white vertical stripe."", ""Voxel-style, elongated oval clownfish with primarily orange body, three white stripes, and fan-shaped tail."", ""Voxel-style clownfish, elongated oval, orange body, three white stripes, black-edged fins."", ""Oval clownfish with orange body, white stripes, black-edged fins in voxel-style."", ""Voxel-style clownfish with orange body, striped, black-bordered fins."", ""Elongated voxel clownfish, orange, striped, black-edged fins."", ""Voxel clownfish with orange body and striped fins."", ""Striped orange voxel clownfish with distinct fins."", ""Orange clownfish in voxel style with stripes."", ""Striped voxel-style orange clownfish."", ""Voxel clownfish, orange, striped.""]",fish
46609e37c4873d8cb8faf5f2be6bd2841eca6bad3bb21f508e2ea03f40588bc5,candy/candy_018/candy_018.blend,6.839679718017578,"[""A 3D gingerbread man standing upright with a flat body, brown color, white eyes, crescent smile, green bow tie, red buttons, white zigzag icing on arms and legs, and noticeable thickness for 3D volume."", ""A standing gingerbread man with a brown body, white eyes, crescent smile, green bow tie, red buttons, and white icing."", ""Upright gingerbread man with brown body, white eyes, green bow tie, red buttons, and white icing decoration."", ""Standing gingerbread man with white eyes, crescent smile, green bow tie, red buttons, and white icing."", ""Brown gingerbread man with white eyes, green tie, red buttons, and white icing details."", ""Upright brown gingerbread man with green tie, red buttons, and white icing."", ""Gingerbread man with white eyes, green tie, red buttons, and icing."", ""Standing gingerbread man with green tie, red buttons, and icing."", ""Gingerbread man with green tie, red buttons, icing."", ""Smiling gingerbread man with tie, buttons, icing."", ""Gingerbread man with decorations.""]",candy
467de9753a386eb363a66d2e67013b46085adb591284d60efe0fc344e7513aa9,chair/chair_161/chair_161.blend,5.304076194763184,"[""A light beige wooden director's chair with red cloth seat and backrest. The backrest has white \""DIRECTOR\"" text in bold sans-serif font. The frame includes vertical, horizontal, and X-shaped diagonal beams for support."", ""Light beige wooden director's chair, red cloth seat/backrest, white \""DIRECTOR\"" text, vertical, horizontal, X-shaped beams."", ""Beige director's chair, red seat/backrest, white \""DIRECTOR\"" text, X-shaped beams."", ""Wooden director's chair, red cloth parts, \""DIRECTOR\"" text, beam support."", ""Beige director's chair, red components, \""DIRECTOR\"" text, beams."", ""Director's chair with text, red cloth, beige wood."", ""Wooden chair with \""DIRECTOR\"" text, red parts."", ""Director's chair with red cloth parts."", ""Red and beige director's chair."", ""Director's chair with text."", ""Director's chair.""]",chair
4692e165a7990b47cc9a93e1c1b3697626c3a4ffa9840c79ff0173638d459fb8,cookie/cookie_015/cookie_015.blend,4.874162673950195,"[""Polygonal torus ring with three horizontal layers: light gray beveled top, recessed white middle, and dark gray beveled bottom. Each layer has faceted surfaces for a low-poly, geometric appearance, creating a modern, minimalistic design."", ""Polygonal torus ring with three horizontal layers, each having a faceted, low-poly design."", ""A low-poly torus with layered light gray, white, and dark gray design."", ""Three-tiered polygonal torus with distinctive color layers."", ""Low-poly, three-layered, multicolor torus ring."", ""Four-layered geometric torus with minimal design."", ""Polygonal torus with three colored layers."", ""Multicolored low-poly torus."", ""Three-tiered polygonal torus."", ""Colored, layered torus."", ""3D Layered Ring.""]",cookie
